Customer Index,SHAP Sum,Feature,Feature Value,SHAP Value
10839,1.7647109844585838,age,-0.1842621648394102,-0.0070417912502434045
10839,1.7647109844585838,balance_cash,-0.3771121826865538,-0.01147501593496643
10839,1.7647109844585838,balance_investment,-0.1747993190532104,-0.005765728236302744
10839,1.7647109844585838,balance_pension,-0.2805115249462839,0.002295444516979614
10839,1.7647109844585838,balance_3a,-0.3143983079284059,-0.0023644054534303236
10839,1.7647109844585838,app_logins,-0.76965956629027,-0.013770603285964344
10839,1.7647109844585838,income,-0.1065132829217271,-0.032749526658256214
10839,1.7647109844585838,has_twint,0.6469745407443263,-0.015309235765160299
10839,1.7647109844585838,has_credit_card,-0.4392504325931926,0.0028123705797562216
10839,1.7647109844585838,has_partner_account,-0.5594266897205863,0.0025913166648098953
10839,1.7647109844585838,account_trx_ls_amount,-0.92239452740806,-0.010856919278290017
10839,1.7647109844585838,card_trx_ls_amount,-0.5281751876224262,-0.009890555583851145
10839,1.7647109844585838,investment_risk_score,-0.2729566417829808,0.002030245645973628
10839,1.7647109844585838,vermoegenszuwachs_3mo,-0.4137981934878214,-0.00010728054087666284
10839,1.7647109844585838,vermoegenszuwachs_6mo,-0.4001019519185557,-0.03268342535471631
10839,1.7647109844585838,ID,0.7428972676945742,-1.460345521091157
10839,1.7647109844585838,residence_status_b,False,-0.03538870154897978
10839,1.7647109844585838,residence_status_c,False,-0.024096392787908302
10839,1.7647109844585838,residence_status_ch,False,-0.09130604898788124
10839,1.7647109844585838,residence_status_l,True,-0.0018260047026678505
10839,1.7647109844585838,residence_status_s,False,4.450590412427646e-06
