Customer Index,SHAP Sum,Feature,Feature Value,SHAP Value
3322,20.704187543538293,age,0.4417075135698449,0.05342890263204231
3322,20.704187543538293,balance_cash,2.8317146620007185,0.08442251410433556
3322,20.704187543538293,balance_investment,-0.1747993190532104,-0.02779649257621061
3322,20.704187543538293,balance_pension,-0.2805115249462839,0.05032799682759138
3322,20.704187543538293,balance_3a,-0.0713742436409063,-0.012899457476839295
3322,20.704187543538293,app_logins,-0.1313082303193551,0.04072327862969047
3322,20.704187543538293,income,2.086671560287985,0.37975980008767435
3322,20.704187543538293,has_twint,0.6469745407443263,-0.09206623418533876
3322,20.704187543538293,has_credit_card,-0.4392504325931926,0.021632530180762582
3322,20.704187543538293,has_partner_account,-0.5594266897205863,0.044332221174508
3322,20.704187543538293,account_trx_ls_amount,0.3080274007781271,-0.005033046060286941
3322,20.704187543538293,card_trx_ls_amount,-0.0686877002863679,0.059059546940972915
3322,20.704187543538293,investment_risk_score,-0.2729566417829808,0.008086824090033588
3322,20.704187543538293,vermoegenszuwachs_3mo,3.7324760709732887,2.5274499461123265
3322,20.704187543538293,vermoegenszuwachs_6mo,2.721101088844939,-1.3887534841958065
3322,20.704187543538293,ID,-1.4059844367279586,15.493288373228811
3322,20.704187543538293,residence_status_b,False,-0.1789054412187577
3322,20.704187543538293,residence_status_c,False,-0.14141069458671726
3322,20.704187543538293,residence_status_ch,True,0.092970832422068
3322,20.704187543538293,residence_status_l,False,-0.0017382352464939696
3322,20.704187543538293,residence_status_s,False,0.00010169156102275931
